Transaction ID,Customer ID,Internal ID,Original Internal ID,Obligor Name,City,Country,Zip Code,Industry Code,Industry Code Type,Obligor Internal Risk Rating,TIN,Stock Exchange,Ticker Symbol,CUSIP,Internal Credit Facility ID,Original Internal Credit Facility ID,Origination Date,Maturity Date,Credit Facility Type,Credit Facility Purpose,Committed Exposure Global,Utilized Exposure Global
TXN903988,3CB4WDKKW4,PJWT3WIAD4,WBMHV73RE9,Company 26,City 25,DE,67221,700538,1,A,40-3693306,LSE,,SGI10K,SS3DBJNP2GFS,YFGM12N6WYBR,2019-09-27,2029-02-09,17,1,23615259,48568152
TXN125066,PWDO7SETJ6,EFM0LIGSS4,IN04V9V6AB,Company 870,City 55,UK,69459,355126,3,B,,NYSE,TSLA,XUTXMK,RVQCSDPSIWJL,JNUDF0SBA8QF,2016-03-02,2035-10-24,16,14,45019950,8321532
TXN733151,FVWS8RV0PS,RMGA1L6X8V,N6NWRISBDU,Company 914,City 83,DE,43997,762954,3,C,,NYSE,,7217JN,2Q6ZJ482NG5G,TMOSCIKFMK1C,2013-06-13,2030-10-05,8,6,25968092,22129428
TXN552049,VU7YZIFFDT,XENOKKN8HW,JZFIHXQ6SU,Company 107,City 89,UK,43439,982467,3,C,,LSE,MSFT,1FV1ZJ,PAMG2TK7NWRM,7D5BPOV6U3G6,2025-07-20,2034-01-16,19,10,47173268,27951071
TXN759814,VJC5GRUETU,U95RA8L8EC,ECDBQXQUCJ,Company 403,City 14,FR,64086,369160,2,A,,NYSE,MSFT,0FWQQD,NZZBRR863NBS,5H73W10U4JHA,2015-06-05,2032-05-12,1,8,49191805,19148803
TXN948686,1RS93JMTNQ,850ZFXRYTJ,6VP4BRHFM4,Company 588,City 19,US,32589,518201,2,B,37-8759404,,GOOGL,0WJH3A,YDMUX58Z0GU3,71MZBN7UVHJH,2011-08-11,2030-04-19,18,23,31063458,25327184
TXN405784,3ABWHND3EU,82MNOTND3Y,N0S3SLWNIN,Company 307,City 19,FR,29096,275512,2,C,30-7745303,NASDAQ,MSFT,3TMD7M,5KF1X2X9HI4T,QUCPAVV8K20I,2013-11-20,2029-01-30,19,18,13481728,41867741
TXN830258,L1YRECTMFN,G660PT42T1,7Y9HMKIS9R,Company 740,City 9,FR,92042,643679,3,B+,84-5025074,NYSE,GOOGL,9K6XNA,3X02OL5886A3,9XPZPS5OIMY6,2019-07-04,2026-09-01,14,6,32856592,35030874
TXN454752,HB0QL1QTYZ,9HOT7W29E6,YOYO9RETDY,Company 687,City 88,UK,61081,617342,1,A,,NASDAQ,MSFT,TFT7YY,AULSMHPN5OJB,5K3MTIQDSYPE,2018-04-29,2028-06-08,14,5,4887950,42564590
TXN657178,XSFB5A6DGI,RQAK2WN96C,8GZY1B68I1,Company 179,City 68,UK,24774,480388,2,B+,57-4524226,,TSLA,WOGABD,SQFIF0RWC5GC,ORPAAKT74JPV,2012-04-08,2027-07-22,9,20,42924846,27897618
TXN197820,6DM6PV09V9,R6CIWKRXW1,NMDF67KTXJ,Company 190,City 5,UK,74143,538068,3,A,,LSE,MSFT,P0YTOK,7D9QNOMISE5V,POSE0FYV7N2L,2011-12-21,2033-02-01,17,27,24729450,35363902
TXN771551,8WI1BEZA1Y,J98F7ME1EU,ZE5AD5WNWJ,Company 606,City 60,UK,73602,283070,2,A+,,NASDAQ,AAPL,S967T9,2ZRX3O5VQ067,RAK1FIG9BCTZ,2011-02-27,2037-08-20,8,14,49096733,5061261
TXN949625,ZXG0A2EQ0Z,5QVU2DPD2W,FWF4IG5HNZ,Company 515,City 11,UK,54057,764694,3,B,41-4502734,,GOOGL,2BCOL1,K2C9I2Y9X4BS,RGK4Q075IDG2,2020-08-11,2040-08-25,12,13,10455127,48166897
TXN321035,94LTPWE8HZ,FWST3A73GD,N8URSYOF7F,Company 606,City 57,DE,13626,243241,1,A,,LSE,TSLA,JT7SVE,BWFSAIG15ARC,X0JY9UFSSOQV,2024-06-30,2025-07-30,19,1,30890226,3285803
TXN802658,RCMO8F10TC,D6D4YCS0WZ,KTODI1S18L,Company 477,City 19,DE,93710,86226,3,B+,,NASDAQ,TSLA,BU831V,ZYSZC470L4HD,NMQC2BQ5ZI6R,2016-11-27,2032-05-28,13,27,10745018,4746491
TXN693123,CSF5FUOWTA,AIPTNKJG6Y,5AGTUML68M,Company 747,City 10,DE,40829,921710,2,A,37-7326750,NASDAQ,TSLA,XS3XGR,F3O8G10TEL57,HH4FZMHEZFSO,2022-02-02,2034-01-21,2,26,24885107,12823869
TXN914590,Y7LI5TVM6Q,BRJCIZGZ3B,UU4CD6HKWT,Company 923,City 36,CA,58328,977807,3,A+,,NYSE,,03MSP3,38R2P9AMXX6X,GG3H00SBUSC6,2024-03-10,2040-09-13,4,15,35064740,21566574
TXN384876,RLI1KL04KJ,9R54RO0KA3,7RH298JE14,Company 321,City 64,UK,29659,737032,3,B,,,TSLA,LTM7SE,TLJHPVFJCO9N,AB8BFL6NTNMZ,2016-05-24,2032-03-22,12,29,9213856,35163399
TXN987723,732Q7WRFXZ,0PN5K1PIGA,SJPEJN11VX,Company 848,City 100,FR,41619,32361,1,B+,40-5167835,NYSE,GOOGL,OV6SQ6,XSEOADFX52IP,GFXFTE9YMX3U,2023-03-04,2032-05-23,11,23,32431612,14946203
TXN119448,24913IUDO4,GSDGZAOHYF,SWGL84E3WP,Company 65,City 63,FR,49963,421005,1,B,,NASDAQ,,9VQGSB,9O1WTDJMC2XR,ADIEYY46VJYS,2017-08-30,2040-04-23,14,10,21468985,33052751
TXN748322,HGTX2TPM24,QF20DSOIAJ,EP5PHLIRJ2,Company 523,City 23,FR,37156,157723,1,B+,12-7333936,,,TGK0N5,RDGY2UFM4KA6,9S46OVXA3LZP,2025-07-08,2035-02-27,8,4,2673017,19891786
TXN214662,HH23N8TYBG,5YDENCAFS4,PDSQNCDX6L,Company 395,City 58,FR,10871,329256,3,B,26-5465896,NYSE,MSFT,3V3SXW,FU1GR3OXKTVK,9OXYQV6K3MV7,2024-09-02,2035-06-19,13,7,40645988,18597718
TXN104428,JTIHJ9OMUY,XYJK8PY61M,FLEMMZ95HZ,Company 931,City 31,FR,37212,112069,3,B,,LSE,GOOGL,GNJPVS,J9GNJTSOYGKP,K50V0EJCG87N,2016-02-07,2034-06-27,0,3,45222765,13747114
TXN885343,IFG4P246ED,9NFUGRIHM2,IHUAAZ1370,Company 807,City 22,DE,62674,178726,2,A+,,LSE,AAPL,BXVL6D,OLPWAVJHSRNG,IU1D0ZE4YW18,2013-12-25,2040-01-06,15,0,21875965,46077397
TXN142944,LLDDYA4RJF,XULZOH6LNY,UPHJ00OOMP,Company 158,City 96,CA,56374,441051,1,B+,86-1562198,LSE,,HKQ8UJ,4LG4YQ3F3EO1,EB7AIFMTJM1H,2019-04-08,2036-06-11,15,4,3299086,6081531
TXN262338,WEDJJUKWM6,BJPIRE8ZTA,MUUT83Z1NJ,Company 708,City 82,CA,68791,124208,2,B,69-7701500,NYSE,,7O9844,B1AFHWW0SOZZ,D2Y42MDVQ7MF,2020-10-18,2035-01-13,18,15,32266080,49597039
TXN681290,ENRRBT6QCX,6XY1DONBSO,GJL2AYMTDV,Company 831,City 87,CA,53467,462672,3,B+,89-4825835,NASDAQ,GOOGL,XL6ZUB,C4F2GVN78WB5,4DMI82F63TN9,2016-11-11,2031-04-29,11,6,2155890,33324285
TXN867449,5NBB3VA73L,NYX35CIEXP,MNQLR3SJC3,Company 612,City 30,DE,64666,366004,3,B+,38-3721859,NASDAQ,,9SAH1W,43Z0RFAQ5QOO,CJYJT4EZFRBA,2016-12-31,2039-01-26,16,29,15329106,5775479
TXN491658,CEUL28OGUW,7HRRSK6Y17,5XAO8IODAE,Company 944,City 3,US,50457,479034,1,B+,57-1781105,NYSE,MSFT,MP8E33,YBHVX2UT8XKH,UHHEZIJ6WKGI,2019-04-01,2029-11-15,13,8,27387103,12685522
TXN901395,BZCKYPJF43,C9ZUBZLGTY,JYPTETEM9W,Company 958,City 35,UK,75008,772700,3,A,,,AAPL,L3P42G,W578DSB0S1EI,IKN0FEUNEUB9,2011-01-27,2040-04-25,7,9,38385165,45344165
TXN531165,RDBKDUXZNS,BRR841M2MP,LZUPNWPPZ8,Company 968,City 15,US,58645,57121,2,A,,NASDAQ,,XOASWK,2N56OREBIZ0Y,7O2UZBG8LFX7,2020-09-20,2027-12-10,8,5,45299173,39746387
TXN587125,1DR61YZC5U,3CSMOEXX7H,IBC002GM2P,Company 105,City 91,CA,76198,972081,3,B,,LSE,GOOGL,ZWLHOI,KG92ROEMO5DP,JGTD5TILMJX5,2012-02-09,2025-09-25,2,4,2112329,20177965
TXN429307,YUCEE0N0SM,0COG3B151S,HIDSLF1AYD,Company 944,City 37,DE,59170,85694,3,A,92-2311639,,TSLA,8MKPOM,EF209WFS0OB5,UER78829OQSK,2012-08-09,2036-03-18,4,13,36675776,11573234
TXN193290,IXJ6LRFMOV,TGLSHUZTCT,INYCGO6O5M,Company 139,City 55,US,81933,761036,2,B+,,LSE,GOOGL,6GGZRE,1G7C5EA6ZEFR,ACRFPYDNGQN8,2019-12-31,2027-10-12,7,15,2609528,25426528
TXN424693,0JI50SQ54B,61I2RQTWFX,HIBMU1OGZ3,Company 427,City 98,US,65333,49908,1,B+,,NASDAQ,GOOGL,6B3E9F,KU1MWHQS24VF,RG1M4YNDGIU4,2021-01-03,2027-06-16,1,14,16529027,4488923
TXN368561,62WRUZ260S,NWT2DLO80X,9ZQT5MAAE8,Company 777,City 12,FR,47546,927105,1,C,,,AAPL,CQ3C3K,KHDGR15I7P5P,Q567IFPKBKEY,2019-05-05,2040-04-26,9,12,18059547,40431415
TXN970392,XHEGJGWMGV,RTCOZPMCRB,NPUEJSSD1Q,Company 935,City 48,UK,42164,47376,3,B+,71-2139662,,GOOGL,W8OPDI,2TKGLVIT1193,EU8V3V0KYBTT,2024-01-30,2040-12-19,11,23,18638473,31235673
TXN231915,KPJASCI4FB,XC4A2J1D2L,OU9AM1XSI0,Company 601,City 65,CA,82783,893689,2,B,84-3752905,,AAPL,ICDC3K,OMRO9LNHT51I,8296IY7K8CSB,2018-06-11,2038-11-10,10,15,41440740,9016762
TXN138397,NCXAR2B715,FE89IU8FD4,9CWYURQYQW,Company 666,City 26,DE,97644,682312,1,A,,,TSLA,JGNPMB,8V4DRUWJQF5W,EA08UWA08D9K,2025-03-03,2027-08-23,8,2,36020223,23576143
TXN738697,UWQDRX4VMR,95NRRW0C1V,MFXR15B8I5,Company 619,City 22,FR,41575,849091,3,B+,58-7977603,LSE,,UZKLVT,7UROBG00PUYB,1UPOKHRHPCV7,2020-01-21,2026-12-12,11,21,40685978,9461563
TXN907302,MHHK3XDRR9,RWDLYH0OK4,0Y1F1LWF2M,Company 71,City 5,DE,63011,330122,1,B,69-7878334,NASDAQ,MSFT,MOK2XI,3X1U51F8DYLL,4D7CXV7IUKP1,2013-01-29,2028-03-11,1,30,13269538,36803574
TXN200970,66JDGUEZNV,VTC6VU48QG,LWKS1RB2RB,Company 921,City 12,US,32060,325593,2,B,39-5676606,LSE,AAPL,B1ZD4L,B3TH5UWZ5RYE,R0P210ROWMMH,2017-12-02,2039-02-04,13,11,23387512,28207347
TXN132521,ZXG5CUKZMX,D5LW8EH2JW,LLHZC0WL20,Company 784,City 13,CA,13265,689387,1,A,20-7154505,NYSE,GOOGL,0BMDPD,56BNC85ZG4RT,5EWT4BW1ZVRA,2022-08-18,2025-08-31,5,23,15299193,17225244
TXN850513,GCIUNQ1YL3,YIJY9K63NQ,IRYHR86JU5,Company 495,City 73,FR,86977,501908,2,C,,NYSE,AAPL,D43JYI,WHZDQSVTEZGI,OC0NV39YV6HM,2012-04-12,2036-11-25,11,20,37780650,17040375
TXN859066,CO24B6BXN0,88HEMH6ETS,HVF0S58FLZ,Company 806,City 78,CA,79245,532695,2,A+,48-1033638,,TSLA,MMXX7T,K2C1NG8O124P,OZIJ9JPGMJVH,2022-01-12,2036-04-09,6,4,28518715,5223262
TXN565000,RUO27PL5UI,3OC1WMEV9X,G32Q2WVWDM,Company 476,City 60,UK,73744,781575,2,A,21-1537797,LSE,MSFT,AGW2P8,G181L0TWBOLC,1RZRCOCFTGUZ,2025-05-28,2035-04-13,13,1,47240306,25622767
TXN332758,AYUPWJI0YP,0BHRDCREII,B2BUOMD9RM,Company 536,City 71,DE,73763,7171,2,C,,NYSE,GOOGL,3K0O06,IH9R3D3GT6WQ,70GWEWOPH4XK,2010-01-17,2039-01-19,4,5,31980879,23353509
TXN274772,YNLOLUUOJC,YLY7VO4BSA,B0PR734IKW,Company 406,City 19,FR,41692,522999,2,A+,,LSE,GOOGL,3B3IOS,JJVM0LJBAMV3,Q9NBBZ0BQGEZ,2019-02-25,2036-03-26,0,6,27213511,43994898
TXN971506,NVFB9OM263,PDXYM8QM4C,PGIXOCZ3F5,Company 77,City 74,CA,46502,404616,2,B,54-9637524,NASDAQ,,MBG0OB,DY6N5H8SUJ60,WZHIT9CUI2H1,2022-07-29,2035-11-05,9,14,30840429,31834948
TXN528817,NRH2LIJOTN,4ZUW7YK1L6,SDYUAZMLWR,Company 244,City 27,CA,52768,522674,2,C,,NASDAQ,GOOGL,1CC9VB,BSWRL7F7V7YD,IPFT4DQCHDUK,2016-04-29,2031-03-27,0,5,36916385,26051023
TXN650221,XCOGPY455E,B913XP77PI,WKXG5TLP5G,Company 18,City 23,FR,72779,15365,1,B,76-4750003,NYSE,GOOGL,N39QNE,UBPGI2AVEGAH,ZCB91TYJYYB6,2022-04-15,2030-04-24,4,14,17045315,38200056
TXN382493,RJWJ5WPP4D,6XSY4RPV4C,DZISIUCIBT,Company 317,City 5,UK,36376,820198,3,A,70-8976698,LSE,MSFT,F6BWTJ,TRSAFV1BM5FJ,R7NZ7AIQLD43,2019-10-26,2037-09-10,10,29,28065745,47489760
TXN790658,UW2YWGW25N,9SL24NRPM2,IHCCEM161O,Company 301,City 69,US,95285,333797,1,A,,NYSE,MSFT,QMKWMD,FIXOTNL8P7D8,YC9JY2DTKTAJ,2018-06-29,2027-06-20,13,25,11950594,20854133
TXN487582,BXN0GAQSJD,GO91C3JOI0,PDCMAZGFC8,Company 40,City 1,UK,40252,88766,1,A+,96-8470301,NASDAQ,GOOGL,ZVJH8R,KNJOK38TQUFS,7O9RMUNMD2NN,2011-07-28,2028-09-21,5,4,28006665,719696
TXN965595,Y36KWCTMH4,QASTRACUP4,7L75TFYXSL,Company 1000,City 33,FR,24377,79913,3,A+,93-9691156,NASDAQ,TSLA,L0S5SG,1HES68AVSBWJ,1IK8F1Q669O7,2022-07-12,2025-11-04,8,4,13721217,8450918
TXN178497,RXW1UF3P7Q,MM3IVA6FMA,KVGXZNJY1P,Company 251,City 4,UK,65858,300319,2,C,,NYSE,TSLA,O42U64,H75OPXDN0JMD,G2JO9ZE5YBJK,2021-08-10,2025-02-23,13,27,36601352,745056
TXN839983,PB6XF2CR04,I1F3VTJGMY,CHXD7UXKOW,Company 544,City 91,UK,99287,759171,3,B,,NYSE,AAPL,7BQ3PT,RXKA5WGYIK33,GWI7ZS5IAS34,2012-06-21,2028-03-24,9,0,23426735,48914814
TXN225829,CL9KZC73LM,94J83CZ0JW,3FIZCDKKKA,Company 474,City 49,US,47754,756338,3,C,28-5165423,LSE,,V3LZY5,CQHV4K9CF88E,DD37PSONBVCI,2012-06-26,2032-08-17,7,1,25526086,26773705
TXN501614,CR90ZRV4KV,DZH0IGFA71,NZK43T4YUG,Company 327,City 25,CA,22383,365682,2,B+,,,,N9YEJZ,K074QKS6581J,X2Y8ZECHRKBE,2015-03-03,2035-03-19,0,11,31348279,38958847
TXN289018,WG3ZM795KQ,MQHMKRDJ6A,CXWM7I3XBL,Company 835,City 79,FR,46776,810291,3,A,,,,P9Z2KE,FPIMP1ZCFHJA,XUCR6H70OFW4,2024-08-08,2028-01-18,1,6,33180593,25711514
TXN698049,XCX2PJSPTO,5F94A54IUY,T6Q6GKYM46,Company 7,City 61,US,70862,186167,1,B+,22-4812068,LSE,AAPL,JCRSUV,9Q5WE0KWM8UP,4HC17HCRSVJ1,2017-04-10,2038-11-09,16,4,43854069,25061899
TXN684889,D3E9PRLEIW,RRLI4J428V,L3U2F2YG59,Company 805,City 3,FR,47294,210185,1,A+,97-7894531,,MSFT,6YHFH0,9SO5N4GUSPWB,HPTSFH1SWB5R,2022-07-09,2030-04-23,12,15,6246800,28677470
TXN763436,2NZ8ADHTCC,M09WQTD2OU,YOA565N86V,Company 99,City 7,DE,21116,625582,3,A,12-1425009,LSE,TSLA,XB7FVU,Y410TZGZFUAQ,PXI0O0E3RDSO,2025-08-22,2028-05-07,10,20,11886846,37011530
TXN393700,BF04JPXKUX,OGLBUVQ6VS,J6M9S6GJ60,Company 646,City 60,FR,33455,671315,2,A,38-7479573,LSE,,H6T1FE,QZFPG3OVJWRE,A4U3C8KOVF2L,2025-01-04,2030-03-02,16,26,46543929,44154936
TXN315761,IQERYH1DBH,V9TXS6CGSH,87QG38BTHS,Company 193,City 88,US,42758,162748,3,A,62-5582046,NYSE,GOOGL,JP4YH7,RXE7FRDXC31Y,3XS6PWJAKQAL,2012-02-15,2027-08-02,0,22,42934186,2129709
TXN683857,XLK4CVIB7T,1VWBGZ2DY0,AUYSBKWBNX,Company 94,City 85,CA,34096,948433,1,A+,,NYSE,,55C66H,DTUEKPCSMOND,CJOBTNPXZJ7E,2022-09-21,2038-08-06,16,30,49750165,23480070
TXN199226,YSS0K06Z6X,2WGVV9DXDT,0S7WP1R22M,Company 835,City 86,US,72735,900457,1,B,58-4226267,NYSE,GOOGL,UW2N9T,OK8K28X0YGWH,II7FTSZLVL0N,2016-09-16,2028-06-18,11,5,40662427,26130562
TXN177766,7PX0K3HLHY,WVAY8LT89G,T6SY6MCYDQ,Company 639,City 53,US,76325,267205,2,A+,,LSE,AAPL,0BQOUS,1BAYK9FBDC0Q,Q1HVD67RQ7VI,2011-02-03,2039-01-27,8,13,29098816,49883343
TXN710458,7BF9MF3PIH,L8PT0GCC1L,RYD1DFOJGX,Company 944,City 33,CA,12049,165445,3,A+,56-7121470,NASDAQ,MSFT,GPKV19,HNEIY3HY6PT2,ZQ9LKKQ3KEBO,2019-12-17,2031-04-05,1,13,17015958,6243276
TXN519097,HYXFPWZ60W,462CE2ZOCM,5TGXW71EWJ,Company 99,City 13,US,57166,290357,1,C,,NYSE,MSFT,PJSI58,G1HG03IFNMUG,O1UZMXGMWHJD,2014-07-04,2038-04-15,11,16,19459693,39105782
TXN396947,BKJ2V4FGY1,ZJLORI74L3,CKGB7LXZQ3,Company 442,City 69,UK,22363,178174,3,B,,NYSE,AAPL,JF6ZSF,6X3M9Z8W47QO,N4JKJYLVCJZG,2024-03-21,2033-03-13,16,17,30092987,41574641
TXN843645,RX84TNZCXI,0YKATVO4I0,2446G8SOB1,Company 372,City 23,FR,15229,509957,1,A+,,,MSFT,BQYK74,AMVTK29X31C2,VJFZXNH0VIEC,2024-08-26,2034-02-08,18,20,23230944,48182553
TXN230210,AQKCH2G1PL,7AEXWI4A71,N4BKB9SCW0,Company 834,City 7,FR,32288,25110,1,B+,23-8317408,NYSE,MSFT,XB2DFM,E6UXB1OMX4BD,N6EGZT9M7IHT,2017-09-29,2036-02-12,17,16,20507925,32639115
TXN452860,B1R2C9QUQ2,7UGH22XFUK,ZKFA6249OG,Company 979,City 99,FR,61865,928046,2,C,82-6726620,LSE,TSLA,WFC8RF,VNWODT4KNORQ,0706HX2L8IM1,2015-12-11,2029-07-09,8,20,6208770,4286659
TXN913321,P3HS9HFWZJ,KWKSBDY6L6,A2OA6DYAOP,Company 699,City 25,US,94820,102633,3,B,11-1264256,NYSE,TSLA,OUWFUM,HFLBTHA4R5K2,E73OR715H7XL,2017-09-12,2034-10-06,18,25,43667339,11914689
TXN592775,2CZE8IPWA2,481CU4CAU8,QXA7GU5ZPE,Company 972,City 22,UK,85880,318580,2,B+,43-1676688,LSE,MSFT,X3TNIN,6ZA3OL26AXQG,2J9Y5J3ZQAV4,2014-01-07,2029-02-23,19,26,36571184,21664680
TXN713557,CDO4C5MYWT,WHQIWYUXB1,MUZ4LMH2FC,Company 1000,City 75,UK,94687,196033,2,C,25-2940906,LSE,MSFT,4A77D5,0009JBOFQ4GK,UU98UFLKLKA7,2019-04-29,2027-10-15,10,24,33324813,7707088
TXN457891,6ND1NDXBH2,YQ76R6ODRZ,2LIWJ0E58L,Company 950,City 91,FR,94101,751877,3,B,,NYSE,TSLA,UO67VE,HCAYDZQMHTTK,FZSXLTGELWGA,2021-03-22,2031-05-28,4,20,12097869,38202820
TXN392438,XBBHA7IDQA,CZSV2753UK,17O5O9RUKH,Company 840,City 91,FR,30337,776052,1,B,97-1538353,NYSE,,V87DQZ,DDHFLPFYE867,2DPANBCA37PH,2021-03-17,2035-08-08,16,4,29476130,49934170
TXN830845,HGNNSJTNPN,WEHGTJUWCU,MLFFNIVID5,Company 593,City 59,FR,18957,870303,3,A,,NASDAQ,,H76GPM,3YKJH0Q7OJQS,BS36AG81ISQR,2020-08-14,2038-05-26,6,17,43641888,12359647
TXN564507,LWGV2QGL3G,6H4PK4YJJK,9WO3IRO0E9,Company 959,City 60,UK,43376,495853,1,C,,,MSFT,DW2I61,UJ5UOZMAAQNM,00HI8QUZ7FUL,2013-05-03,2038-01-15,12,24,47195316,788821
TXN150875,M9V0A81FLW,BSBYFHM7SX,B5AQPINMDP,Company 812,City 14,US,19876,397140,2,B,88-1287220,LSE,TSLA,X7HZ8N,KNB52GGAX6WJ,WEXOFBUFASR1,2019-11-06,2026-01-27,15,30,2427073,28291293
TXN373373,LM50QBFGT9,91MH93345O,DESO1WMKGV,Company 722,City 94,US,80903,559237,1,B+,,LSE,TSLA,TLUW3Z,IFN0IHI2NF1O,2MVJYDEII7EG,2010-10-22,2034-09-16,18,20,4000919,28303614
TXN199212,LCD9C7VGJI,BE1SX89B52,JW6BEPGA6V,Company 769,City 81,FR,34337,93130,1,C,94-5686770,NASDAQ,TSLA,SS8M0Y,D7PN81M62G00,9LXAHVJEXC85,2018-08-14,2032-04-29,11,11,39593915,26813681
TXN841536,C51RZE5OHI,D5T32MEZWO,I30CLWOZYH,Company 883,City 91,US,80755,569024,2,C,,,,JNUK57,IQAL923KQK4G,SQMNSTDV48N3,2024-05-30,2036-10-26,6,0,18349967,22820689
TXN655212,6RKTGXGIQI,1BEI0TIPGE,9V9NSKCXL3,Company 469,City 46,US,32114,229315,2,C,39-6315678,,,UCCYTT,ZBIY8XB18D3I,LAJRA2Y5E9GB,2016-11-19,2029-03-03,5,7,35553888,5541163
TXN523455,MUHESS4029,LP5I93R145,768GMYTJZC,Company 918,City 39,FR,16151,247759,1,A+,,NASDAQ,TSLA,11VWL8,N3IO3XNW90M4,0VEVODWSRQKG,2019-04-12,2032-04-25,15,30,2789949,37339151
TXN938039,DT74U8B12E,49JE3YHABT,7SVN8E8LZ7,Company 354,City 69,DE,65920,49882,3,A+,27-4376276,,GOOGL,3U6XIS,7NV56DU8T45S,RIMNESIODYX3,2018-02-21,2039-09-21,14,24,41952087,14500163
TXN778583,6NANCOX8WF,UYTT37FAEN,IA4ZP3GEJR,Company 999,City 22,DE,53227,38525,1,B+,,LSE,AAPL,MAW84P,Q28EFGTVVSGY,L1M5FMAYYN8S,2013-09-01,2030-04-16,8,13,31853079,13714891
TXN631013,4VVCFZTUT6,6RYIT24POR,3J1BI8JAPQ,Company 554,City 64,DE,93700,722335,3,C,,NYSE,MSFT,ICTDBU,4OXLRPNNJ7YT,N9YDPU63EW2Y,2017-10-14,2038-04-23,6,11,28042293,25466091
TXN534622,X3ZPHY5SQA,ZTSKYTGMO3,KZA1XL73N9,Company 538,City 80,UK,53578,203416,1,B+,62-8788686,,MSFT,DY0DKR,3P48XDG8HT8X,DFW7KJVBI24M,2010-06-11,2036-07-11,8,13,19952261,8172109
TXN898265,JPUOWXLW77,KZG27SSKPX,GCPWP3OXYO,Company 636,City 35,FR,53640,392524,3,A+,74-4071205,LSE,MSFT,9GPA1N,2AZD4QRDRP4H,6OUIYJSLBULA,2014-09-29,2029-03-05,13,13,11909178,8329357
TXN390658,R721GXUUXR,9OZZSDG02U,PX3NR6DC9S,Company 531,City 81,US,23183,402841,1,C,,NYSE,MSFT,X8NDDE,6TFE300CEC6K,4B213BZSEUR3,2018-05-08,2029-09-03,13,0,33668230,16384513
TXN253877,41C3QY3FGA,BYIKEDTBRI,3QVTJ5R9ZP,Company 316,City 59,UK,57614,696479,2,A,,NASDAQ,MSFT,2G4I4N,O8YCGSVOP207,YL5GBA15OQ7G,2016-07-03,2040-08-07,16,16,24475208,22769704
TXN361572,E6IWF3F8CH,EIGPOWFQPC,1C394Z5WVI,Company 395,City 64,CA,31234,810241,2,A,,NYSE,GOOGL,6A15IE,DFFYVSDE99Z8,R5XTFD01U2CQ,2024-04-29,2030-11-30,13,16,28695394,17043928
TXN483279,VSM7JHEL0J,38UFJQ0GAM,TF4986DR39,Company 11,City 11,DE,74056,367923,1,B+,86-3580064,,MSFT,PI3ICN,U9U0AUSB4FGY,8L9OXE70FQLL,2011-07-21,2039-05-22,15,27,16645824,25901022
TXN575564,Q4VZ4XDNJL,I7MS5IB1KE,PU5JR4I432,Company 695,City 36,DE,67988,859772,3,B+,,,,R98259,PM7NQB7L99BO,HNEIKJEMQUBX,2020-04-22,2036-01-12,4,24,42003652,28304704
TXN583326,LCPO2TNJPN,KYWK7L12GA,YKVP9ACJA4,Company 209,City 84,DE,20055,222915,3,B+,12-2574267,NYSE,MSFT,SZWKPV,WWNFQSJGU8C8,CDHJWULC3I6F,2015-05-31,2032-10-08,7,8,10370218,22400636
TXN296273,NNB0URJFIZ,KHQPWNJ2T6,R7IO9QP3BB,Company 764,City 47,FR,74541,271744,3,B+,,NASDAQ,,A2XTA3,ADKDOIWTTNVI,FGYH4XO6UNRK,2013-07-12,2040-08-07,5,22,18458823,3408400
TXN461551,UPFRXNUNYG,OG0KQDV2W9,25NXTYUL78,Company 863,City 95,FR,25827,940460,2,A,40-5519428,LSE,GOOGL,YF69WH,6WL52QTNA085,0RGKQ9DQRLG4,2024-02-22,2032-11-19,11,13,14546926,29700243
TXN375174,Y7CVTE3LC2,XQ3OOMH07J,BBU5L5GYLX,Company 297,City 59,DE,85651,363457,1,A,,NYSE,MSFT,R9H9Y0,AMATWD0L5QBJ,1M3KNVCC9F91,2015-06-26,2029-05-05,16,23,13669838,17948009
TXN275564,6DJ8TYJ252,FLFO43D2QO,9BPJNPG7E1,Company 698,City 86,CA,92783,991681,3,C,87-3599899,LSE,AAPL,K9J542,SIWZJTCX45CM,1FAL7QCSHZIB,2023-01-01,2026-05-11,10,3,25278328,8966537
TXN650319,EY4TTQ73AC,5OLEI8TAHR,UAUCMJ78ON,Company 583,City 15,US,50603,480802,3,A,,NYSE,MSFT,O6J0DK,4A27YOLV2FXL,6X3TN7UMKCVV,2023-08-24,2030-05-20,7,19,30116897,44209260
TXN984705,8O8ZB0AIPY,RPZ69762S5,VX0UHHX0MM,Company 300,City 69,DE,90678,61977,3,C,,LSE,MSFT,BZ5PGI,TOOGB134CQPN,HIUC93GU2VQE,2017-05-20,2028-06-19,13,8,1945083,29171749
TXN454903,2PJO11LIZC,RB6J4VLO5F,T03CA61PSN,Company 508,City 18,UK,61561,582841,1,A,40-9169160,,MSFT,LQSQF4,6033PAQQA2XP,314HYALGYPWD,2025-02-25,2037-06-15,3,10,43536160,5463321
TXN715676,XD5PAAZZH4,N6EALRB9AS,6G45SIF3YA,Company 271,City 42,DE,95749,781562,3,C,,NASDAQ,,635ZR6,OGHWVTQHJ2QJ,3DNBL2CR35BG,2022-09-07,2028-01-02,3,20,39945970,17731982
